 Employee Is Killed In Fall From Beam ,On May 23 2008 Employee #1 an iron worker on a construction site was working from an I-beam. He was using an impact wrench to tighten bolts on the I-beam when he fell 42 feet from the beam. He sustained chest injury and was killed. He had not been using fall protection.,falls
 Employee Is Killed In Fall After Unhooking Fall Protection ,At about 9:35 a.m. on August 31 2006 Employee #1 an ironworker was part of a bolting-up operation on the second concourse level of a new sports arena. He unhooked his personal fall arrest system to move to another location and when he stepped on a beam's flange he lost his balance and fell about 79 ft to the ground. The employee was transported to a hospital where he was pronounced dead due to numerous blunt force type injuries.,falls
 Employee Injures Back In Fall From Steel Structure ,On May 31 2005 Employee #1 was performing bolting functions on a steel structure when he slipped and fell 12 ft. He landed on an uneven foundation and suffered major back injuries. Employee #1 was wearing fall protection but was not connected at the time of the incident as he was moving his fall protection gear to another section. He was hospitalized.,falls
 Employee Fractures Ankles In Fall From Steel Form ,Around 9:30 a.m. on May 28 2004 Employee #1 a carpenter was performing a regularly assigned task of bolting taper ties to secure a form to make it ready for the concrete pour. Employee #1 was working approximately 12 ft above the ground and moved horizontally from one work point to another. Employee #1 fell from the steel form prior to reattaching his positioning device to the form at the next work point. He fractured left and right ankles requiring the surgery. Employee #1 was transported to Antelope Valley Hospital and then transferred to Torrance Memorial Hospital where he was hospitalized.,falls
 Employee Fall From Roof ,On March 2 2004 at approximately 1220 Hours the Cal/ OSHA Oakland District Office Employee #1 a carpenter 47 years old was bolting a beam to a concrete wall on the ground floor of a two-story building under construction. Instead of fully opening the ladder he partially opened it and propped it against the concrete floor with Employee #1 falling down with it as a result he sustained closed pelvis pubis and sacral fractures. Employee #1 was hospitalized for about 25 hours for medical examination and observation.,falls
 Employee Is Killed During Renovation ,On September 20 2003 Employee #1 the employer and three coworkers were removing and replacing six support posts on a 24-foot by 30-foot free-standing open-sided flat-roofed carport. The carport consisted of six support posts and three open-web steel bar joists spanning across the carport. One steel support post was in place at each end of the three open-web steel bar joists. The six steel support posts were approximately 15 to 30 years old and rusted. Prior to moving the support posts eight temporary 16-foot aluminum beams held up by single post shores were strategically placed end-to-end with two at the front of the carport two at the rear and four in the middle. The three open-web steel bar joists were in position with one in the front one in the middle and one at the rear. The bar joists were bolted in position and supported by post shores one on each end. The original bar joists had been removed sand-blasted primed and set back in place. There were two 2-feet by 4-feet joists nailed diagonally on each of three sides of the carport to provide lateral support. The crew started work at the front of the carport and removed the post shores and the two aluminum beams transferring the weight from the aluminum beams to the open-web steel bar joists which were bolted in position and had one post shore at each end for support. The top ends of the post shores were bolted to the bar joist and the bottom ends nailed to the concrete slab. None of the single post shores had bracing of any kind. There was one new steel support post on each end of the open-web steel bar joist. The new steel support posts were bolted at the top only. The bottom was left hanging in order to judge where the concrete needed to be placed. As the crew moved to the middle of the carport to begin removing the temporary aluminum beams and post shores holding the aluminum beams in place Employee #1 and one of the coworkers were turning the screws down on the post shores. The roof started to shift to the left side and forward causing the roof to collapse. Employee #1 was trapped in the middle under the beams and later died. The coworker also under the collapsed roof fell near a pile of concrete rubble which kept the roof from crushing him. The coworker sustained minor injuries.,collapse of object
 Fall From A Ladder ,Employee #1 was working from a Werner 24-ft fiberglass extension ladder attempting to position a steel beam in place so that it could be bolted and connected. Employee #1 fell approximately 14 to 15 ft from the ladder head first. Employee #1 sustained fatal head injuries.,falls
 Employee Suffers Eye Injury When Hit By A Falling Nut ,Employee #1 an apprentice iron worker was assigned to place bolts and nuts from storage kegs into canvass bags so the bags could be hauled to where a crew was bolting steel plates to existing tower supports. A nut left over from the previous day's work rolled and fell into the ladder access hole in the work platform approximately 100 ft above where Employee #1 was working. Employee #1 looked up when he heard a noise and was hit in the eye. Employee #1 was wearing protective eyewear and head protection but he suffered multiple lacerations to the right eye. Employee #1 was treated and released from the hospital.,struck by falling object
 Employee'S Leg Fractured In Fall From Structural Steel ,At 11:00 a.m. on January 8 1997 Employee #1 an iron worker was bolting up a connection with a wrench while sitting on a 6 in. wide by 14 in. deep I-beam. The wrench slipped and he lost his balance falling approximately 14 ft onto his dislodged hard hat. He was transported to the hospital and treated for a fractured left femur. The beam that he had been sitting on was part of a canopy structure over a gas pump island at a service station construction site.,falls
 Employee Suffers Multiple Injuries In Fall From Roof Beam ,At 11:56 a.m. on October 15 1993 Employee #1 of Anderson Charnesby Structural Steel suffered multiple injuries to his head legs arms shoulder as well as several broken ribs when he fell off a roof beam made of skeleton steel that slipped during a welding and bolting job. Employee #1 stated that the beam was resting on steel columns on the roof of a building's penthouse structure and was hooked to a crane stationed on the ground. Employee #1 was sitting on the beam bolting the ends to the columns when one of the welds broke at one end causing the beam to slip and Employee #1 to fall to the roof. He was thrown about 9 to 8 feet. Employee #1 stated that the beam was about 8 feet in the air.,collapse of object
 Employee Dies After Fall From Steel Girder ,At approximately 7:30 a.m. on September 9 1991 Employee #1 was on an elevated highway comprising approximately 4 000 feet of structural steel preparing to bolt up a beam. While traversing the beam to get to her work station Employee #1 fell approximately 22 feet to the pavement. She died on September 11 1991 of the injuries sustained in the fall.,falls
 One Employee Killed  Others Injured In Fall From Roof ,Employees #1 through #4 were sitting on steel roof beams while bolting beams to columns and connecting roof purlins to beams. Employees #1 and #2 were bolting beams to columns and Employees #3 and #4 were sitting on the beams to connect roof purlins when a gust of wind came up and the columns fell in domino fashion. Employee #3 fell approximately 25 feet to his death. Employees #1 #2 and #4 fell and were hospitalized. Temporary and permanent bracing were not used extensively.,collapse of object
 Ladder Fell Over With Employee On It; Employee Later Died ,AT APPROXIMATELY 6:40 PM ON AUGUST 5 1986 EMPLOYEE #1 WAS INSTALLING AN ANGLE IRON BRACE WHICH WAS TO HOLD A HEATING UNIT IN PLACE THE LADDER HE WAS USING WAS SUPPORTED AT THE TOP BY A BRACE. THE BRACE WAS BEING TEMPORARILY BEING HELD BY CLAMPS. HE SECURED ONE SIDE REMOVED ONE CLAMP THEN REMOVED THE OTHER SIDE'S CLAMP WITHOUT FIRST BOLTING THE FIRST SIDE IN PLACE. THIS CAUSED THE BRACE TO DISPLACE AND THE LADDER TO FALL. THE EMPLOYEE FELL 22 FEET HEAD FIRST TO THE CONCRETE FLOOR. HE DIED ON AUGUST 14 FROM INJURIES SUFFERED IN THE FALL.,collapse of object
 Fall From Catwalk While Bolting Steel ,AN EMPLOYEE FELL (UNKN. HT.) FROM AN OVERHEAD CATWALK. HE WAS WORKING FROM THE CATWALK BOLTING STEEL BEAMS. A SET OF 2 RISER METAL STAIRS & PLATFORM WAS SETTING ON THE CATWALK. THE STAIRS WERE NOT SECURED AND AS THE EMPLOYEE TRIED TO PASS THE METAL STAIRS HE LOST HIS BALANCE AND FELL ALONG WITH THE METAL STAIRS. THE STAIRS STRUCK THE EMPLOYEE IN THE BACK OF THE HEAD AS HE LAY ON THE GROUND. HE WAS KILLED.,falls
 Construction Worker Killed In Fall From Structural Steel ,EMPLOYEE #1 FELL 84 FEET TO THE STADIUM DRIVE FLOOR WHEN HE STOOD UP TAKING A STEP BACKWARD BEFORE TURNING AROUND TO TRAVEL ABOUT 9 1/2 FEET TO GET MORE BOLTS FROM A BUCKET. HE HAD UNTIED HIS SAFETY LANYARD TO STAND UP. HE WAS BOLTING A STRUCTURAL STEEL BOX TRUSS CONNECTION 84 FEET ABOVE THE STADUIM DRIVE LEVEL AT THE U.T. ARENA CONSTRUCTION SITE. HE NEEDED TWO ADDITIONAL BOLTS TO COMPLETE THE POINT. HE HAD TO TRAVEL ABOUT 9 1/2 FEET TO GET THE BOLTS FROM A BUCKET. WHEN STEPPING BACKWARD HE EITHER TRIPPED OR GOT HIS HEEL CAUGHT ON A 1 INCH MANILLA ROPE WHICH WAS TIED AROUND THE METAL BEAM AND USED AS A TAG LINE TO GUIDE THE BOX TRUSS IN PLACE. HE FELL BACKWARD ON THE METAL BEAM AND WAS UNABLE TO HOLD ON. HE FELL 84 FEET AND LANDED ON HIS BACK NECK AND HEAD.,falls
 Struck By Falling Transmission Component ,AT APPROXIMATELY 7:55 ON MARCH 3 1985 A WORK CREW WAS LOWERING A GEAR REDUCTION PART TO THE GROUND FROM THE BACK OF A MONIGAN DRAGLINE (#668). THE WORKSITE WAS LOCATED AT THE HURRICANE PROTECTION CLUB LAROSE LOUISIANA. EMPLOYEE #1 AND TWO OTHER MEN WERE WORKING AT THE REAR OF THE DRAGLINE EMPLOYING A YALE MANUAL CHAIN HOIST (1 1/4 TON CAPACITY) TO LOWER THE 2600 POUND TRANSMISSION PART. THE LOAD WAS SUSPENDED FROM THE HOIST BY HOOKS AND A HIGH TENSILE 3/8 INCH CHAIN. THE LOWER CHAIN WAS ATTACHED TO EYE BOLTS LOCATED ON EACH SIDE OF THE LOAD. THE TRANSMISSION COMPONENT COMES EQUIPPED WITH THE BOLTS WHICH WERE 1/2 INCH IN DIAMETER. TWO OF THE EMPLOYEES WERE TRYING TO CLEAR THE PART FROM THE BACK OF THE DRAGLINE WHEN ONE OF THE SUPPORTING EYE BOLTS SHEARED. THE LOAD FELL ABOUT 16 FEET STRIKING THE DRAGLINE COUNTERWEIGHT AND REBOUNDING TOWARD EMPLOYEE #1. HE WAS STRUCK BY THE HEAVY PART AND KILLED. WRITTEN COMPANY RULES CAUTION EMPLOYEES ABOUT STANDING UNDER SUSPENDED LOADS. IT WAS ALSO UNWISE TO RELY UPON THE SUPPLIED EYE BOLTS TO SUPPORT THE HEAVY LOAD.,struck by moving objects
 Employee Burned When Vapors From Bonding Adhesive Ignite ,On July 30 2007 Employee #1 and six coworkers were installing roofing materials including insulation and sheets of rubber membranes on the flat roof of a commercial building. The crew was spreading EPDM bonding adhesive from 5-gallon pails to adhere the insulation and rubber sheets together. At one point the vapors from the highly flammable bonding agent ignited in the area where Employee #1 was working. He suffered first- and second-degree burns to his right forearm and he was transported to the hospital for treatment. Six to eight of the empty bonding agent containers were left uncovered which allowed vapors to escape that contributed to the main cause of the fire. The ambient temperature was in the high 90s F and the humidity was high. The material safety data sheet and the buckets' labels clearly stated that all containers were to be covered while not in use and that vapors from the bonding agent could be readily ignited by static electricity.,fires and explosion
 Electric Shock ,AN EMPLOYEE WAS TOUCHING A THE METAL FRAME OF A PORTABLE GENERATOR. AN ABRADED CONDUCTOR INSIDE A PANEL WAS FAULTED TO THE GENERATOR'S FRAME. THE GROUNDING ELECTRODE AND BONDING CONDUCTOR WERE INEFFECTIVE ALLOWING THE FRAME OF THE GENERATOR TO BECOME ENERGIZED AT A LOW VOLTAGE. THE EMPLOYEE WHO WAS STANDING ON WET GROUND WAS ELECTROCUTED.,electrocution
 Employee Fractures Metatarsal When Boom Drops ,At approximately 7:30 a.m. on July 25 2013 Employee #1 of MCM Construction Inc. was disassembling the boom sections of a crane to alter the length of the boom. The employee stood on the ground inside of the boom framework and drove the bottom two pins holding two sections of the boom together outward using a sledgehammer. As the second pin was removed the bottom of both boom sections dropped to the ground resulting in one of the sections striking Employee #1 and pinning his left foot beneath the frame. The employer transported the employee to Methodist Hospital where he was admitted and underwent surgery to repair fractures to the first second and third metatarsals. Employee #1 remained hospitalized.,struck by falling object
 Employee Suffers Burns When Lift Contacts Power Line ,At approximately 3:40 p.m. on July 24 2013 Employee #1 was working on the demolition of an off ramp from a bridge. The off ramp was broken down into small pieces using heavy equipment but several of the small pieces had lodged on the girders and bents that supported the off ramp. Employee #1 and a coworker were placed in the basket of a boom lift with an air hose to blow off the remaining pieces of concrete that had settled on the girders as well as the bents. Employee #1 was operating the boom lift and a coworker was standing a few feet behind and was holding the nozzle of the air hose which was connected to the compressor on the ground. At one point the hose got entangled with a piece of steel below and in an attempt to release the hose the employee raised the boom lift basket approximately 25-30ft in an upward direction and then rotated the base of the lift clockwise. As the basket approached the energized overhead lines an arch occurred. Employee #1 suffered third degree burns to the face neck shoulder arm and left plank. Employee #1 was taken to an area hospital where he was treated and remained hospitalized.,electrocution
 Mechanic'S Finger Is Caught In Crane Part And Amputated ,At approximately 5:30 p.m. on June 24 2013 Employee #1 employed by a construction company was working at the employer's yard. According to the subsequent investigation report Employee #1 a heavy equipment mechanic Coworker #1 also a heavy equipment mechanic and Coworker #2 a crane operator had been assigned to re-spool the steel cable of a 15-ton crane a National Crane Company Series 500C Boom Truck with 180-foot cable .625-inch in diameter. Employee #1 was assigned as the Lead and was overseeing the re-spooling. He and Coworker #1 were working at the boom level and Coworker #2 was operating the controls based on Employee #1's direction. Employee #1 was standing on a ledge to the right side of the boom approximately 8 feet 4 inches above the ground. Employee #1 and Coworker #1 both were working at the boom level without fall protection. Coworker #1 said he safely held onto a fixed part of the crane to prevent himself from falling. Employee #1 said there was no handhold where he was standing so he securely grasped the top of the boom cover a fixed structure by placing the fingers of his left hand inside the holes as he guided the steel cable with his right hand on which he wore a wire glove. According to the employer's Safety Director Employee #1 while spooling the first layer needed to hold the cable and tap it with a hammer to ensure the cable was wrapped tight and close together. The three employees were almost finished re-spooling the cable and Coworker #1 was already on the ground when Employee #1 still standing at the boom level directed Coworker #2 to retract the boom not realizing that his left hand fingers were still inside the holes of the boom cover. Employee #1's index finger was pinched between the boom cover and the boom's anti-friction pads resulting in an amputation. Employee #1 was transported to the hospital where he was admitted and treated for amputation of the left hand index finger. Following its investigation Cal/OSHA issued two Serious citations alleging violations of: Title 8 of the California Code of Regulations (T8 CCR) section 3210 (b) for Employer's failure to protect its employee(s) from exposure to fall of approximately 8 feet 4 inches while working on the Series 500 C boom truck cable by means of fall protection including but not limited to: handholds; fall arrest systems; and/or guardrails; and T8 CCR section 3314 (g) for Employer's failure to provide and require the use of extension tools (e.g. extended swabs brushes scrapers) or other methods or means to protect its employees from injury while re-spooling the cable of the Series 500 C Boom Truck; employee #1 was using his hand to guide the cable during re-spooling. Cal/OSHA also issued two General citations for Employer's failure to: complete and/or document a pre-task report prior to assigning its employees to re-spool the Series 500 C Boom Truck's cable as specified in its written Injury and Illness Prevention Program a violation of T8 CCR section 3203 (a); and include in its Hazardous Energy Control Procedures the following including but not limited to: scope; purpose; authorization; rules; techniques to be utilized for the control of hazardous energy; the means to enforce compliance; and separate procedural steps for the safe lockout/tagout of each machinery or equipment as required a violation of T8 CCR section 3314 (g).,caught in/between objects
 Worker Installing Water Pipeline Is Electrocuted ,At approximately 12:15 p.m. on May 17 2013 Employee #1 of H & G Underground Utilities LLC was involved in the installation of a new water pipeline. He was attempting to guide a 16-inch ductile iron pipe into a trench. The pipe was attached to the excavator with a wire rope sling. At the same time the excavator's boom was in contact with a 7 200-volt unprotected overhead power line. Employee #1 touched the pipe. Employee #1 was electrocuted.,electrocution
 Two Workers Are Injured When Truck Falls Off Bridge ,On May 15 2013 Employee #1 the foreman for the street light division Employee #2 and Coworkers #3 #4 and #5 all employed by Sumter Utilities Inc. were removing broken aluminum light poles from the Morrison and Huger off-ramp of the Ravenel bridge in Charleston SC. These light poles which had been bolted onto the side of the bridge had broken off and fallen into the roadway after being struck during an accident earlier in the day. The weather was warm and clear with a temperature of 81 degrees. The work crew started removing the poles at approximately 2:00 p.m. after the police blocked off the section of the road they were working in. They had three poles to remove from this location. They used a 2012 Freightliner with a 2012 Altec Digger Derrick work body South Carolina license plate number P728016 48' boom extended FMCSA inspected December 2012 Equipment Number 5154 USDOT 278298. The boom of the Digger Derrick was used to pull the damaged poles up and place them on the rack of the truck. Employee #1 when subsequently interviewed stated that he had been trained to always secure the boom by lowering it completely down to the auger stow bracket before moving the truck. However on this occasion he left the boom elevated to approximately 5 feet at unknown length of extension so that Coworkers #3 and #4 could strap the poles down in the rack. Employee #1 said that he could not remember why he did not make sure that the boom was secured and resting in the auger stow bracket before getting off the operating station. Employee #1 said that all of the training he had received had taught him to make sure the boom was secured before moving the truck. Employee #1 and Employee #2 were in the Digger Derrick truck Coworker #1 was in a bucket truck Coworker #2 was in another bucket truck and Coworker #3 was in a pickup truck. They all began to proceed off the bridge travelling at a speed of approximately 30 MPH. Suddenly the boom on the Digger Derrick truck rose up and struck the Meeting Street sign which was 15 to 18 feet directly above the roadway and measured approximately 18 feet long by 3 feet high. The boom straightened out and the front of the Digger Derrick truck reared up. The Digger Derrick truck fell on its right (passenger) side and slid 30 to 40 feet down the side of the bridge. Then the boom swung around to the right and pulled the Digger Derrick truck off of the bridge. The Digger Derrick truck came down on its rear and fell 30 feet to the ground below on its left (driver) side. Coworkers #1 #2 and #3 stopped their trucks and looked over the bridge rail. Coworker #1 saw movement in the truck and phoned for emergency services. Then the three coworkers made their way down to the accident site. When they arrived the police and emergency medical service were onsite and the coworkers were unable to approach the truck. Employees #1 and #2 were transported to the hospital admitted and treated. The initial report on injuries indicated that Employee # 1 had two fractured ribs and fluid in his chest as well as a chipped bone in his shoulder. Employee #2 had cuts and bruises to his face and strains and bruises to his back shoulder and leg. Both employees required extensive surgeries and at the time of this report had not returned to work.,traffic
 Employee Is Killed When Boom Basket Contacts Power Line ,On April 10 2013 Employee #1 and a coworker were in a boom truck repairing a chimney when the basket came in contact with a 7 200 volt power line. Employee #1 was electrocuted and died at the scene.,electrocution
 Two Employees Are Struck And Injured By Metal Cables ,On August 27 2012 Employee #1 and #2 were working near a side boom crane. While laboring they were struck by metal cables from the crane. Employee #1 received a strike to his body and Employee #2 was struck in the head. Both employees were transported to a medical center. Employee #2 received medical attention and was then released. Employee #1 underwent medical treatment and was then hospitalized for two days.,struck by moving objects
 Employee Is Injured When Ejected From Bucket ,"On December 6 2006 a three-person crew consisting of Employee #1 who was a lineman a foreman/groundsman and a traffic control flagman was removing communication lines and poles as part of a road-widening project in Visalia CA. The main line ran east/west with the subject white pole (""P1/gas treated"") located at the west side of an intersection where it received a ""T-line"" from the north. A guy was provided at mid-pole height opposite the ""T-line"". The wrecking operation had proceeded from the west to the subject pole. The foreman supported the conductor with a rope for lowering while Employee #1 who was elevated in a manbucket on the north side of the pole released the conductor/strand hanger. Just after the hanger was released the pole failed at a point between 18 inches and 24 inches above the guy attaching point. The ""T-line"" caused the line bearing the weight of the pole to pin Employee #1 against the bucket and render him unconscious. The foreman called emergency medical services and attempted to lower and move the aerial device which had become caught because of the lateral load. He then went to retrieve a digger with the capacity to lift the line but before he returned Employee #1 had regained consciousness and cut the strand. This released the lateral force and caused the boom to rebound and eject Employee #1 from the bucket. His personal fall arrest system prevented further injury. Employee #1 was transported to the hospital where he was admitted for cervical and lumbar spinal fractures. The subsequent investigation determined that the root cause of the accident was a hidden defect in the utility pole which was guyed and appeared to be structurally sound. Because employees were not required to climb the pole inspection and ""Butt"" testing was not required. Inspection procedures would have required a visual appraisal in addition to driving nails and sounding of the pole at the first 2 feet above the ground. Employees demonstrated knowledge of safe procedures and of the hazards pertaining to wrecking operations. The employer had a well-devised and implemented safety and health program.",struck by moving objects
 Employee Electrocuted When Boom Strikes Power Line ,On November 7 2003 Employee #1 a laborer with C.A.C. Industries Inc. was operating a pile driver. The pile driver's boom was picking up a headache ball on the sidewalk when a cable apparently contacted a 7 620 volt overhead power line. Employee #1 was electrocuted and two coworkers were injured.,electrocution
 Employee Killed When Bucket Truck Overturns ,Employee #1 was operating a Hi-Ranger bucket truck that was positioned behind a Manitowoc boom truck being operated by a coworker as they installed insulators on a cement pole. Employee #1 was just starting to lower the lower boom of the Hi-Ranger when the boom of the Manitowoc began to swing at a high speed to the right. The coworker grabbed the controller but it would not stop. The Manitowoc boom swung so fast that it put enough tension on the bucket truck boom to break the hold-back cable and continued to push the upper boom over. This released the leveling cables on the Hi-Ranger bucket truck and caused it to flip over throwing Employee #1 out of the cab. He fell to the ground and sustained fatal head injuries. When the remote controls were later tested the remote START button was hit and the swing controller actuator pulled the swing lever full right. When the emergency STOP button was hit it would kick out of neutral but when it was pulled on again the swing lever went to full swing right. There was apparently a malfunction with the controller. Further evaluation showed that the servo-actuator had also malfunctioned.,others
 Employee Killed When Struck By Falling Boom ,"Employee #2 was using a Bucy Rus Erie 25 ""b"" 28.3-ton crawler crane to unload a redi-mix concrete truck. They had made five or six 0.75-yard bucket hoists with a boom angle of 35 degrees with no problem. On the next hoist the boom raised the bucket a few inches and the boom support cable snapped. The boom fell on the redi-mix truck bounced off and struck Employee #1 killing him instantly.",struck by falling object
 Employee Killed When Struck By Falling Crane Boom ,Employee #1 and two coworkers were assisting a crane operator in removing steel sheeting that had been used as a box while a pipeline in a marsh was being repaired. They were using a 17 ton link belt crane with a 46 ft 8 in. long boom mounted on marsh tracks. The crew which was standing on a timber mat removed approximately ten sheets on one side of the box with no problem. They then transferred to the opposite side and connected the crane to the first sheet. When the crane operator attempted to pull the piece of sheeting out of the marsh one of the crane tracks came up off the ground. The operator took the weight off the crane and made a second attempt. On the third attempt the 3 ft 8 in. boom cable snapped allowing the boom to fall. It struck Employee #1 who was killed.,struck by falling object
 Const. Employee Struck And Killed By Falling Crane Boom ,EMPLOYEE #1 A CARPENTER FOR THE GENERAL CONTRACTOR WAS ON HIS KNEES INSTALLING A GUARDRIAL ON TOP OF THE SCREEN-AND-GRIT STATION (WATER TREATMENT PLANT). AT THE SAME TIME THE CRANE OPERATOR WAS POSITIONING A BUCKET OF CONCRETE TO POUR THE STAIRS. THE BUCKET WAS TOO FAR OUT SO THE FLAGMAN SIGNALLED TO THE OPERATOR. THE CRANE OPERATOR BOOMED UP AND MOVED THE CRANE INTO POSITION. THE MAIN BOOM CABLE SNAPPED. THE OTHER EMPLOYEES HEARD THE NOISE AND RAN FOR SAFETY. EMPLOYEE #1 APPARENTLY DID NOT HEAR THE CABLE BREAK. HE WAS STRUCK AND KILLED BY THE FALLING BOOM.,struck by falling object
 Employee Injured When Struck By Boom Standing Rope ,Employee #1 was on a bridge as a prestressed concrete beam was being installed by two cranes. The boom of one of the cranes collapsed and the standing rope for the boom struck Employee #1. He sustained multiple lacerations and was hospitalized.,collapse of object
 Struck By Falling Crane Boom ,Employee #1 an ironworker had placed chokers around three bundles of steel floor decking and attached them to the hook on a crane. The crane operator lifted the load and started to swing it. The boom support cable broke and the boom fell striking Employee #1 on the head left side and hip. He died of his injuries.,struck by falling object
 One Killed  One Injured When Struck By Crane Boom ,A crawler crane was being used at a construction site to lift 2-cubic-yard buckets of concrete 45 ft to a bridge under construction. The boom support lines failed and the crane boom dropped to the bridge deck striking Employees #1 and #2. Employee #1 was killed and Employee #2 sustained minor injuries. The crane had not been properly inspected the rope conditions had not been reported on the proper inspection forms and the crane's moving parts including the wire rope had not been properly lubricated.,struck by falling object
 Employee Killed When Caught By Boom Line Spool And Crushed ,A 225-ton American crawler crane was being demobilized for shipment. Employee #1 was helping to wind the boom line whip line and main load line onto their base spools. Because there were no loads on the lines they were resistant to being rolled and tended to overlap or lay unevenly. Employee #1 was standing in a 34 in. wide opening that was approximately 3 1/2 ft between the boom line and whip line spools and a metal guard/shield. The shield was an integral but not a structural part of the machine and it was intended to guard against workers falling into the rotating auxiliary shaft and clutch during normal maintenance of the crane. The whip line spool and boom line spool were on a common horizontal axis but rotated independently. The lines ran over the tops of the spools putting them slightly below Employee #1's head as they were drawn from the horizontal boom. He guided the lines as necessary to yield an even tight lay. By this point the whip line had been secured and the boom line was being spooled at 16 rpm. Employee #1 was standing on a metal floor and apparently was astride the continuously rotating auxiliary 5 in. diameter shaft. To one end of the shaft was attached a 27-in. diameter friction clutch which operated the whip line spool and was open on the side closest to the employee. Employee #1 had on a safety belt with a shoulder harness and lanyard. It appears that Employee #1's clothing or lanyard became caught in the rotating parts. The clutch continued to rotate approximately 3/4 turn after Employee #1 alerted the operator that he was caught. He was pulled into a 13 in. area and killed.,caught in/between objects
 Two Overhead Line Workers Suffer Electric Shock  One Dies ,On June 26 2012 Employee #1 and Employee #2 of Plaska Transmission Line Construction LLC were preparing to work on overhead power lines. They were in a boom truck being raised to a work position when contact was made with a power line. Both employees sustained electrical burns and were hospitalized. Employee #1 died of his wounds 15 days after the accident. Employee #2 was released from the hospital after 24 hours.,electrocution
 Employee Is Killed By Fall From Broken Boom Base ,On March 13 2012 an employee was cutting tree tops along a road from an aerial boom truck when the boom broke off from the truck. The employee fell approximately 30-feet. The Coroner's Office was called the medical examiner pronounced the employee dead at the scene.,collapse of object
 Employee Is Killed From Electric Shock ,At approximately 2:46 p.m. on June 17 2010 Employee #1 and two coworkers were removing guardrail posts from the north side of US Highway 30 around milepost 28 in Paris Township. A section of the westbound lane of highway 30 was shut down with cones and signal lights placed at both ends to direct traffic. Employee #1 was holding a steel post puller attached to a chain. The chain was attached to a boom located on a 2002 GMC Truck Number 0-110. One of the coworkers a boom operator moved the erected boom between two high voltage wires. The boom made contact with the wires electrocuting Employee #1. Employee #1 was killed. Upon further investigation it was determined the power lines crossed US Highway 30 at a slight angle measuring approximately 15.3 ft high from grade. The boom on Truck Number #0-110 measured approximately 17.4 feet high from grade.,electrocution
 One Employees Is Injured When Boring Machine Overturns ,On June 14 2012 Employee #1 was working for Payne Mcginn and Cummins Inc. as operator of a boring machine. Employee # 1 was a member of a five man construction crew which included two employees Employee #1 the boring operator and a laborer. Employee #1 was boring several feet under a petroleum line installing a new 20 in. ductile iron pipe water line for the community they were working in. The excavation was about 15 feet deep 30 to 35 feet long and 12 to 15 feet wide. Employee #1 was positioned on a platform on the right side of a machine of a large horizontal McLaughlin boring 30-36 weighing approximately 5 900 pounds. Employee #1 finished boring 40 feet through the ground and was backing the machine up the machine rolled and lifted up off its 30 foot long track to the right crushing the operator while he was still at the controls. The laborer was in the excavation site he ran over to the operator when he saw the machine lifted up. The rear part of the machine caught the laborer's leg breaking it. The cause of the accident was the machine lifting off of the tracks and crushing the Operator and injuring the laborer.,collapse of object
 Excavator Is Killed In Pressurized Release Of Grout And Rock ,On June 11 2012 Employee #1 of Vegas Tunnel Constructors Las Vegas NV was part of a swing shift crew excavating a tunnel. They were using a tunnel boring machine (TBM). The TBM had been excavating in closed mode for approximately 17 days. Closed mode is a term used to describe one of two modes of operation this TBM was capable of performing the other being open mode. Closed mode excavation involves the pressurization of the cutterhead and face of the TBM to support the ground and/or control excessive groundwater inflows. The position of the TBM found it excavating through a large vertical fault zone that later became the Detachment Fault. The ground conditions required the TBM face to be pressurized to approximately 13 bars of pressure. The grout being injected in the annular space was being pumped in at approximately 14 bars. The swing shift had begun work and was preparing to erect a ring segment set; Ring #135. The swing shift began to build Ring #135 at about 4:00 p.m. The first segment was successfully installed in the tunnel crown (top of the tunnel). The crew then began to install the second segment which was to be placed in front of the keystone of Ring #134. Three hydraulic rams including one abutting the keystone of Ring #134 were slowly retracted. Almost as soon as the retraction began a loud pop was heard. Some members of the crew reported hearing a second pop. The keystone for Ring #134 had shifted forward approximately 4 inches. The come-a-long did not hold the forces exerted and the gears were stripped out. This shift permitted grout and other materials such as rocks to escape the annulus at a pressure of approximately 14 bars (200 psi). Employee #1 was standing in front of the area where the gap developed. He was struck and killed by the moving grout and rocks. Coworkers found Employee #1 and removed him from the tunnel.,struck by moving objects
 Employee Is Electrocuted While Boring With Auger ,On 15 April 2010 an employee was operating a soil auger inside a shallow trench. The auger was boring a hole underneath the intersection so that an 8 inch natural gas line could be laid. The auger was approximately third of the way across the intersection when the auger struck a 7 200 volt power line electrocuting the employee operating the auger.,electrocution
 Employee Injured When Pant Leg Caught By Rotating Borer ,On or about October 26 2007 Employee #1 was operating boring machine at the job site. He left the operator's station of the machine with the unit at low idle and in reverse to use a trench shovel to clean the excavation and tool. As he was working his jeans became caught on the rotating core and began wrapping around the end of the borer. The force of the rotating tool pushed Employee #1 to the ground repeatedly fracturing his left leg. He was transported to the hospital where his left foot above the ankle had to be surgically amputated.,caught in/between objects
